commit_sha,filename,maintainability_index,complexity,num_lines,num_functions,num_classes,avg_function_length,avg_num_parameters,nesting_levels,num_comments,duplicated_code_warnings,num_imports,cyclic_dependencies,is_bug,bug_type
fa17d286bec052f995e50b12c2425c0e7e905cb0,pandas/core/frame.py,0.0,921.0,12056.0,249.0,1.0,"5,76707E+15","3,63855E+14",14.0,444.0,0.0,60.0,0.0,1,TypeError
f05149a257560144cbaaea3e96c404803dbf26e4,Lib/test/test_trace.py,"2,72949E+15",151.0,671.0,90.0,5.0,"2,64444E+16","1,07778E+16",5.0,43.0,0.0,5.0,0.0,1,TypeError
dc0ec0bef720770c6428cb071de2f8eadaad785a,pandas/tests/frame/test_repr_info.py,"3,57786E+16",68.0,468.0,36.0,1.0,5.75,"1,27778E+16",0.0,34.0,0.0,4.0,0.0,1,TypeError
e48df1cf18cb1a5d21085e55dd05d0b6c988ab51,pandas/tests/indexes/timedeltas/test_constructors.py,"5,40909E+15",33.0,275.0,18.0,1.0,7.0,"1,05556E+16",0.0,29.0,0.0,5.0,0.0,1,TypeError
8462515e9603398ba990746bfc144c834a2b5422,pandas/tests/interchange/test_impl.py,"3,60085E+16",60.0,372.0,20.0,0.0,8.8,0.55,4.0,13.0,0.0,10.0,0.0,1,TypeError
0d2505dca9c34b666155c1483d592877206081aa,pandas/core/arrays/string_.py,"2,31157E+16",186.0,929.0,39.0,4.0,"5,30769E+16","2,28205E+15",10.0,65.0,0.0,20.0,0.0,0,TypeError
77aeb825b6494de1e3a2c1e7233b182e05d55ab0,sklearn/model_selection/tests/test_split.py,0.44774142902171493,279.0,2025.0,77.0,1.0,"9,74026E+14",0.7662337662337663,21.0,217.0,0.0,17.0,0.0,0,TypeError
ded256d1eb129f8df6e38fce4f61fcbf39e1b11a,pandas/core/indexes/base.py,0.0,1063.0,7500.0,236.0,1.0,"6,58475E+15","2,20339E+16",13.0,540.0,0.0,33.0,0.0,0,TypeError
849016caf476f6c678dfa5502c5a8075718460f5,pandas/core/generic.py,0.0,885.0,12875.0,250.0,1.0,6148,2484,11.0,320.0,0.0,59.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/core/groupby/generic.py,"1,18672E+16",220.0,2822.0,61.0,3.0,"6,40984E+15",3.0,12.0,135.0,0.0,22.0,0.0,0,TypeError
310f8a8a31dd88a55641ce742c7d13a2a8b0e238,pandas/tests/extension/test_arrow.py,0.0,495.0,3040.0,180.0,3.0,"6,09444E+15","1,65556E+16",8.0,120.0,0.0,14.0,0.0,1,TypeError
710720e6555c779a6539354ebae59b1a649cebb3,pandas/core/interchange/from_dataframe.py,"5,11938E+15",60.0,552.0,13.0,0.0,"8,69231E+15","2,23077E+15",8.0,37.0,0.0,6.0,0.0,0,TypeError
39882ec5058a336aaff9dc0c149d83e85474fec3,pandas/core/series.py,0.0,408.0,6336.0,178.0,1.0,"5,27528E+15","2,88202E+16",10.0,181.0,0.0,33.0,0.0,0,TypeError
64c20dcaf5f6d1599d5a4c9aa9123d3bdc56e6d1,pandas/core/arrays/string_arrow.py,"2,188E+16",160.0,715.0,54.0,2.0,"3,85185E+16","2,38889E+15",9.0,37.0,0.0,20.0,0.0,1,TypeError
386a1eb1d2e9d6109fcaf305752d2e4bb29cc3ee,pandas/tests/indexes/datetimes/test_constructors.py,"1,51354E+15",152.0,1215.0,61.0,2.0,"8,5082E+15","1,39344E+16",6.0,87.0,0.0,10.0,0.0,1,TypeError
a8c2000b6a631017ac411b13fe13c7fd6a56215e,pandas/io/sql.py,"5,06317E+15",307.0,2376.0,84.0,7.0,5.0,"4,40476E+15",8.0,82.0,0.0,26.0,0.0,1,TypeError
e9f90a25c67cddd74f3a53716cfd5e06a0264357,pandas/tests/frame/methods/test_reindex.py,"1,78092E+16",122.0,1250.0,54.0,2.0,"9,75926E+14","1,61111E+16",3.0,116.0,0.0,6.0,0.0,1,TypeError
0fd71768147d6cace22f99c6fca7dc19679337ff,pandas/core/interchange/column.py,"5,55462E+16",49.0,391.0,15.0,1.0,5.2,"1,26667E+16",9.0,31.0,0.0,10.0,0.0,1,TypeError
849296460dc91b0b89327539874fc6a47baaa72f,pandas/tests/reshape/test_union_categoricals.py,"4,85733E+16",25.0,365.0,21.0,1.0,"1,02857E+16","1,33333E+16",2.0,16.0,0.0,4.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/frame/methods/test_select_dtypes.py,"3,70876E+16",46.0,485.0,30.0,3.0,6.1,1.6,6.0,9.0,0.0,5.0,0.0,0,TypeError
e0011e4bd65a01628a792a23dfb0f1fed6983952,sklearn/utils/validation.py,"5,3831E+16",69.0,309.0,13.0,2.0,"4,92308E+15","2,76923E+15",9.0,9.0,0.0,6.0,0.0,1,TypeError
68d8c2cfcc527ca194ad8ca377acca7a38502f98,sklearn/metrics/pairwise.py,"1,48464E+16",173.0,2648.0,36.0,0.0,"7,38889E+15","2,55556E+16",12.0,105.0,0.0,47.0,0.0,0,TypeError
5684bdc3a4c6d7f8551ff18d8c7cdbd4294175c8,django/core/serializers/pyyaml.py,"8,71598E+15",11.0,52.0,4.0,1.0,3.0,1.5,3.0,6.0,0.0,6.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/reshape/test_qcut.py,"4,62718E+15",31.0,309.0,19.0,0.0,"6,21053E+16","1,21053E+16",7.0,12.0,0.0,6.0,0.0,0,TypeError
abe5f799e6ce1d177f79554f1b84d348b6141045,Lib/test/test_type_aliases.py,,,,,,,,,,,,,0,TypeError
250ad613f3ae7e237e28d3a7a15a9b6fac16129f,Lib/test/test_generators.py,"3,3769E+15",54.0,1882.0,24.0,2.0,4875,1.5,11.0,109.0,0.0,7.0,0.0,1,TypeError
9e0b6556b77b554f43067d06057dd05c6e8b8dc4,pandas/tests/reshape/merge/test_merge.py,0.0,226.0,2996.0,131.0,5.0,"8,22901E+15","1,71756E+15",9.0,175.0,0.0,6.0,0.0,1,TypeError
4763b910949ed1e7b8933c8f6808c9766757f9f8,pandas/core/arrays/arrow/array.py,0.0,517.0,2727.0,152.0,1.0,4875,"2,01974E+16",13.0,122.0,0.0,30.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/test_parquet.py,"2,00534E+15",160.0,1380.0,90.0,4.0,"5,33333E+15",2.5,6.0,129.0,0.0,13.0,0.0,0,TypeError
d2d830d6366ea9569b830c5214dfcd16d61bd8a3,pandas/core/dtypes/cast.py,0.0,391.0,1878.0,49.0,0.0,"5,95918E+15","1,85714E+16",8.0,170.0,0.0,17.0,0.0,1,TypeError
f4232e7cdefcc33afe184891f833aec9c3c9bac2,pandas/tests/apply/test_frame_apply.py,"2,127E+16",175.0,1720.0,127.0,0.0,"5,87402E+15","1,08661E+16",5.0,132.0,0.0,7.0,0.0,0,TypeError
f06e0218ef6007667f5d61184b85a81a0466d3ae,Lib/test/test_typing.py,0.0,317.0,2467.0,303.0,149.0,"4,9538E+16","1,14191E+15",7.0,38.0,0.0,32.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/series/methods/test_map.py,"3,9154E+16",77.0,599.0,54.0,3.0,"6,12963E+14",0.7407407407407407,3.0,42.0,0.0,5.0,0.0,0,TypeError
df09d854828bcff56eb72f48ff1ba8fce7e90c90,tests/middleware/tests.py,"4,35336E+16",73.0,652.0,63.0,8.0,"5,47619E+15","1,11111E+16",2.0,11.0,0.0,17.0,0.0,1,TypeError
96d732e3ccaf5b10373747664392fa231afd3c3a,pandas/compat/pyarrow.py,"5,3605E+15",0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/test_block_internals.py,"4,04738E+16",55.0,423.0,22.0,1.0,"9,04545E+15","1,45455E+16",4.0,41.0,0.0,6.0,0.0,0,TypeError
3caf55fcef813d905824c6ec67d979e9dc6a318d,pandas/core/arrays/masked.py,"4,01003E+15",262.0,1667.0,84.0,1.0,"5,47619E+15","1,84524E+16",9.0,123.0,0.0,25.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/parser/common/test_index.py,"5,59766E+15",12.0,305.0,11.0,0.0,"7,18182E+15","1,81818E+16",0.0,6.0,0.0,5.0,0.0,0,TypeError
4a16b44bfabc70854f1d3a1447e7050725ff16d9,pandas/tests/arrays/categorical/test_api.py,"4,30754E+16",46.0,493.0,22.0,3.0,"1,19091E+16",1.5,0.0,48.0,0.0,6.0,0.0,0,TypeError
386a1eb1d2e9d6109fcaf305752d2e4bb29cc3ee,pandas/tests/indexes/datetimes/test_constructors.py,"1,51354E+15",152.0,1215.0,61.0,2.0,"8,5082E+15","1,39344E+16",6.0,87.0,0.0,10.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/groupby/test_pipe.py,"7,40283E+15",2.0,84.0,7.0,0.0,"4,85714E+15","1,14286E+16",0.0,11.0,0.0,4.0,0.0,0,TypeError
7d7c818de14149d4b11f6a8448a3444ee521d2f7,pandas/tests/extension/test_arrow.py,0.0,367.0,1380.0,67.0,18.0,"4,86567E+15","2,98507E+15",11.0,28.0,0.0,9.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/methods/test_combine_first.py,"3,49579E+15",53.0,562.0,26.0,1.0,"1,03077E+16","1,26923E+16",3.0,30.0,0.0,7.0,0.0,0,TypeError
849016caf476f6c678dfa5502c5a8075718460f5,pandas/core/internals/managers.py,0.0,405.0,2504.0,131.0,3.0,"5,76336E+15","2,22901E+16",9.0,232.0,0.0,16.0,0.0,0,TypeError
6d2b46d7a62f58a0428bf89f65615db4126f40a4,pandas/tests/series/methods/test_cov_corr.py,"5,94967E+16",25.0,180.0,6.0,2.0,"1,26667E+16",2.0,0.0,20.0,0.0,5.0,0.0,1,TypeError
ba4322431d1261fa7f4203aafad74621d6f8bc72,pandas/tests/dtypes/test_missing.py,"1,06577E+15",195.0,916.0,53.0,4.0,"7,86792E+15","1,41509E+16",5.0,45.0,0.0,10.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/core/dtypes/dtypes.py,0.0,409.0,2408.0,126.0,10.0,"5,40476E+15","1,46825E+16",9.0,145.0,0.0,41.0,0.0,0,TypeError
2c49f555a004a86a2065525b1f424d1b17208b87,pandas/core/arrays/string_arrow.py,"3,59627E+15",99.0,450.0,25.0,2.0,4.52,2.6,6.0,15.0,0.0,18.0,0.0,1,TypeError
ba4322431d1261fa7f4203aafad74621d6f8bc72,pandas/tests/tools/test_to_datetime.py,0.0,407.0,3711.0,220.0,11.0,"5,87273E+15","2,30455E+16",5.0,333.0,0.0,16.0,0.0,1,TypeError
638a41446adf5e5f26100bdbc58cf2d9d09623b6,pandas/core/dtypes/dtypes.py,"1,12038E+16",260.0,1502.0,83.0,8.0,"5,24096E+15","1,54217E+16",9.0,94.0,0.0,21.0,0.0,1,TypeError
fa17d286bec052f995e50b12c2425c0e7e905cb0,pandas/core/frame.py,0.0,921.0,12056.0,249.0,1.0,"5,76707E+15","3,63855E+14",14.0,444.0,0.0,60.0,0.0,1,TypeError
65b267a851fc3693463431308de4148999eff3d0,pandas/plotting/_core.py,"4,31536E+15",88.0,1966.0,20.0,1.0,6.1,5.35,8.0,17.0,0.0,12.0,0.0,0,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/arrays/integer/test_dtypes.py,"4,83838E+13",39.0,299.0,17.0,0.0,"9,35294E+15",0.8235294117647058,7.0,21.0,0.0,4.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/excel/test_writers.py,"1,67048E+16",145.0,1503.0,81.0,5.0,"7,5679E+15","2,41975E+15",6.0,114.0,0.0,11.0,0.0,0,TypeError
e3bcd10d7dedd71a70a5229ce2b53c543feb63c5,pandas/core/dtypes/dtypes.py,0.0,412.0,2438.0,126.0,10.0,"5,4127E+15","1,46825E+16",9.0,146.0,0.0,41.0,0.0,0,TypeError
ba4322431d1261fa7f4203aafad74621d6f8bc72,pandas/tests/frame/test_constructors.py,0.0,536.0,3298.0,222.0,11.0,"7,12162E+15","1,57207E+15",17.0,294.0,0.0,14.0,0.0,1,TypeError
d47ad02987402273c9b012a9124b0fcd0930b9ba,pandas/core/tools/numeric.py,"5,54184E+16",50.0,329.0,1.0,0.0,21.0,4.0,10.0,17.0,0.0,11.0,0.0,1,TypeError
6a83910674a2be1f95d75cfd935fdff22b09bd33,pandas/core/arrays/arrow/array.py,0.0,490.0,2643.0,151.0,1.0,"4,82119E+15","2,01987E+15",13.0,115.0,0.0,29.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/test_algos.py,0.0,222.0,2025.0,122.0,10.0,"8,54098E+15","1,58197E+16",10.0,128.0,0.0,6.0,0.0,0,TypeError
206f9812cb6197cf65fdad9d7aa1cb62df4090b3,pandas/tests/series/test_constructors.py,0.0,411.0,2234.0,167.0,5.0,"7,18563E+14","1,34731E+15",10.0,247.0,0.0,11.0,0.0,1,TypeError
a74f0a9868a078d77f95c777f1a7c2d2bf50d6e9,pandas/tests/scalar/timestamp/test_constructors.py,"2,09964E+16",162.0,910.0,54.0,2.0,"6,68519E+15","1,25926E+16",10.0,126.0,0.0,10.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/excel/test_writers.py,"1,67048E+16",145.0,1503.0,81.0,5.0,"7,5679E+15","2,41975E+15",6.0,114.0,0.0,11.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/test_html.py,"8,19908E+15",172.0,1642.0,102.0,4.0,"4,98039E+15","2,45098E+15",8.0,43.0,0.0,15.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/test_arrow_interface.py,"6,1044E+16",7.0,49.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0,TypeError
96d732e3ccaf5b10373747664392fa231afd3c3a,pandas/tests/io/test_parquet.py,"1,96725E+15",161.0,1395.0,90.0,4.0,"5,36667E+15",2.5,6.0,129.0,0.0,14.0,0.0,0,TypeError
02ab370845c3f41a2164f1e91bb7b0f6878ba667,pandas/tests/extension/test_arrow.py,0.0,489.0,2163.0,120.0,19.0,5375,"2,20833E+16",11.0,77.0,0.0,11.0,0.0,1,TypeError
365841f62fcc645b136dafad902906f0a882cc8a,pandas/tests/frame/methods/test_astype.py,"3,17599E+15",87.0,881.0,49.0,4.0,"8,28571E+15","1,77551E+16",10.0,75.0,0.0,5.0,0.0,1,TypeError
10f31f6a242fb01fdf37f5db2e8c6f4f82f5af16,pandas/io/formats/printing.py,"3,86706E+15",120.0,583.0,23.0,4.0,"5,95652E+15","2,43478E+16",18.0,62.0,0.0,10.0,0.0,0,TypeError
ed10a140d17fb3faa361c2b733c9e690bd88dd95,pandas/tests/interchange/test_impl.py,"3,55671E+16",60.0,364.0,20.0,0.0,8.5,0.65,4.0,11.0,0.0,10.0,0.0,1,TypeError
54925d8d0cd0e6593926a14d8bd16c30e1c63fb9,sklearn/preprocessing/_encoders.py,"1,60405E+16",226.0,1679.0,24.0,3.0,8625,2.5,13.0,83.0,0.0,14.0,0.0,0,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/extension/test_arrow.py,0.0,540.0,3526.0,223.0,3.0,"6,06726E+15","1,41256E+16",8.0,156.0,0.0,14.0,0.0,0,TypeError
851639d279eda81451a3f8c86c8c2882cf7461e5,pandas/tests/arrays/string_/test_string_arrow.py,"4,51471E+15",31.0,267.0,13.0,0.0,"8,07692E+15",1.0,3.0,7.0,0.0,5.0,0.0,0,TypeError
206f9812cb6197cf65fdad9d7aa1cb62df4090b3,pandas/core/construction.py,"4,04741E+15",105.0,806.0,13.0,0.0,"6,30769E+16","2,53846E+16",7.0,47.0,0.0,16.0,0.0,1,TypeError
d15041b9bb0498bb70fdf5a26ca5bdd80f6519ba,pandas/tests/frame/methods/test_convert_dtypes.py,"6,74042E+14",12.0,161.0,9.0,1.0,"5,22222E+15","1,33333E+16",0.0,7.0,0.0,4.0,0.0,1,TypeError
851639d279eda81451a3f8c86c8c2882cf7461e5,pandas/tests/io/parser/usecols/test_usecols_basic.py,"4,26658E+15",47.0,547.0,27.0,0.0,"7,03704E+15","1,96296E+15",4.0,29.0,0.0,5.0,0.0,0,TypeError
a3f2d487387aae8989b363c596810e57574e6ae8,pandas/core/tools/numeric.py,"5,66445E+15",47.0,311.0,1.0,0.0,19.0,4.0,10.0,16.0,0.0,8.0,0.0,0,TypeError
e48df1cf18cb1a5d21085e55dd05d0b6c988ab51,pandas/core/arrays/_mixins.py,"4,90517E+15",70.0,542.0,33.0,1.0,"5,15152E+15","2,36364E+16",9.0,58.0,0.0,21.0,0.0,1,TypeError
02ab370845c3f41a2164f1e91bb7b0f6878ba667,pandas/tests/extension/test_arrow.py,0.0,489.0,2163.0,120.0,19.0,5375,"2,20833E+16",11.0,77.0,0.0,11.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/core/arrays/categorical.py,0.0,275.0,3073.0,88.0,2.0,"6,47727E+16","1,97727E+16",9.0,159.0,0.0,25.0,0.0,0,TypeError
77f9d7abee14888447a1f9942f7f6f4cdbcd927b,pandas/core/dtypes/dtypes.py,0.0,403.0,2353.0,124.0,10.0,"5,41129E+15","1,47581E+16",9.0,141.0,0.0,41.0,0.0,0,TypeError
250ad613f3ae7e237e28d3a7a15a9b6fac16129f,Lib/test/test_metaclass.py,"7,41738E+15",1.0,243.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,1,TypeError
89c8d7a0f45590888f8a2ac1889333c0f468694b,pandas/tests/series/test_constructors.py,0.0,413.0,2270.0,172.0,5.0,"7,04651E+15","1,35465E+16",10.0,258.0,0.0,12.0,0.0,0,TypeError
50c30324cc5ad555e6f40174f066626c630660c6,pandas/core/arrays/base.py,"4,60656E+16",160.0,2716.0,89.0,4.0,"5,21348E+15","1,80899E+16",7.0,167.0,0.0,23.0,0.0,0,TypeError
fa6bc29987ca0df75a31615b0468d657ff41a747,Lib/test/test_zipfile.py,0.4950603008672936,275.0,1634.0,131.0,31.0,"3,59542E+15","1,37405E+16",21.0,119.0,0.0,12.0,0.0,1,TypeError
078b73226eb06b6a13bd5822efa5fba7fe47e97c,pandas/core/dtypes/common.py,"7,60453E+15",158.0,1865.0,42.0,0.0,5.5,"1,02381E+16",4.0,55.0,0.0,35.0,0.0,0,TypeError
b6f29091c16f8ebc9ed1ac1592220f5c193af7a2,pandas/tests/util/test_assert_extension_array_equal.py,"5,93165E+15",11.0,126.0,7.0,0.0,"5,71429E+15",0.7142857142857143,4.0,3.0,0.0,4.0,0.0,1,TypeError
ab89aefcf70a1371df2eb7f6f8dc3c78335352ec,pandas/tests/dtypes/test_dtypes.py,0.0,421.0,1211.0,113.0,6.0,"5,61062E+15","1,55752E+16",4.0,62.0,0.0,9.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/series/methods/test_map.py,"3,9154E+16",77.0,599.0,54.0,3.0,"6,12963E+14",0.7407407407407407,3.0,42.0,0.0,5.0,0.0,0,TypeError
d15041b9bb0498bb70fdf5a26ca5bdd80f6519ba,pandas/tests/frame/methods/test_convert_dtypes.py,"6,74042E+14",12.0,161.0,9.0,1.0,"5,22222E+15","1,33333E+16",0.0,7.0,0.0,4.0,0.0,1,TypeError
d96646219618e007f64ee49e0a6e20f4aea761b5,pandas/tests/indexes/datetimes/test_datetime.py,"5,74793E+15",27.0,155.0,14.0,1.0,"5,92857E+15","1,28571E+16",0.0,13.0,0.0,6.0,0.0,0,TypeError
d15041b9bb0498bb70fdf5a26ca5bdd80f6519ba,pandas/tests/frame/methods/test_convert_dtypes.py,"6,74042E+14",12.0,161.0,9.0,1.0,"5,22222E+15","1,33333E+16",0.0,7.0,0.0,4.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/io/formats/style/test_to_latex.py,"1,82118E+16",149.0,1094.0,56.0,0.0,"6,14286E+15","1,46429E+16",3.0,18.0,0.0,5.0,0.0,0,TypeError
03717bcc5ae762d8a0ab8d259ca000af66e8ba82,pandas/core/interchange/column.py,"5,36016E+15",54.0,428.0,15.0,1.0,5.4,"1,26667E+16",9.0,31.0,0.0,10.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/io/parser/test_python_parser_only.py,"4,6481E+16",36.0,564.0,35.0,1.0,"6,08571E+15","1,57143E+16",5.0,33.0,0.0,7.0,0.0,0,TypeError
5f87a2dafcd5d05966e2f7cf9eab53dbba5abde1,pandas/tests/interchange/test_impl.py,"3,40979E+15",70.0,482.0,26.0,0.0,"8,11538E+15",0.5769230769230769,4.0,19.0,0.0,9.0,0.0,1,TypeError
c572dc3752871a48127db1fb3c8bc20889d2be34,Lib/test/test_trace.py,,,,,,,,,,,,,1,TypeError
7acd629fea2a32d1ace93ceab2b62d5f5f9b2d47,pandas/io/parsers/python_parser.py,0.0,336.0,1553.0,38.0,4.0,"7,47368E+15","2,15789E+16",13.0,110.0,0.0,14.0,0.0,1,TypeError
50a866708417dcba2226fb1d11d545727c167441,pandas/tests/indexes/datetimes/test_timezones.py,"1,40714E+16",154.0,1237.0,64.0,2.0,8921875,1828125,18.0,100.0,0.0,6.0,0.0,1,TypeError
305c938fabc0d66947b387ce6b8c4f365129bf87,pandas/tests/arrays/categorical/test_replace.py,"8,21997E+14",4.0,67.0,2.0,0.0,9.0,4.0,2.0,7.0,0.0,3.0,0.0,1,TypeError
cad0d87c63a914ebc6e33fb1b5e22c9068d75710,pandas/core/series.py,0.0,498.0,6628.0,189.0,1.0,"5,24868E+15","2,96296E+15",10.0,226.0,0.0,35.0,0.0,0,TypeError
6de74dd646978204a318b5d7cf2f0e79fe5b3154,pandas/core/indexes/base.py,0.0,1069.0,7912.0,244.0,1.0,"6,56967E+15","2,18443E+16",13.0,539.0,0.0,34.0,0.0,1,TypeError
7ea1c448ee611b56af54b4d100104922e630b839,pandas/tests/frame/methods/test_interpolate.py,"3,77952E+16",43.0,453.0,27.0,1.0,"8,48148E+15","1,59259E+16",7.0,22.0,0.0,4.0,0.0,0,TypeError
309f9eff51460832d18f425291504a8c6b796ea5,pandas/core/reshape/melt.py,"4,39338E+15",53.0,533.0,5.0,0.0,12.4,5.2,5.0,8.0,0.0,17.0,0.0,1,TypeError
23e592f51b7ad94ce52d2376fff59a8d64bade99,pandas/tests/reshape/test_pivot.py,"1,20543E+16",168.0,2785.0,106.0,3.0,"7,88679E+15","1,69811E+16",5.0,105.0,0.0,10.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/indexing/test_setitem.py,"1,55185E+16",148.0,1391.0,94.0,8.0,"7,64894E+15","1,54255E+16",4.0,129.0,0.0,9.0,0.0,0,TypeError
d23f95fda6c3067e61d844aca09aefbde2bdb51e,pandas/core/indexes/range.py,0.0,301.0,1361.0,71.0,1.0,"5,61972E+15","2,08451E+15",11.0,98.0,0.0,14.0,0.0,0,TypeError
f25a09eacee843f643604a7406a5bb6bcc4361e5,pandas/core/indexes/base.py,0.0,1052.0,7785.0,235.0,1.0,6.6,"2,20851E+16",13.0,529.0,0.0,35.0,0.0,0,TypeError
2804681c45b5f748d0977e3998bbfc91d4653b10,pandas/core/tools/datetimes.py,"3,38608E+16",124.0,1305.0,21.0,2.0,7.0,"5,04762E+16",15.0,71.0,0.0,19.0,0.0,1,TypeError
77f9d7abee14888447a1f9942f7f6f4cdbcd927b,pandas/core/dtypes/dtypes.py,0.0,403.0,2353.0,124.0,10.0,"5,41129E+15","1,47581E+16",9.0,141.0,0.0,41.0,0.0,0,TypeError
5684bdc3a4c6d7f8551ff18d8c7cdbd4294175c8,django/core/serializers/pyyaml.py,"8,71598E+15",11.0,52.0,4.0,1.0,3.0,1.5,3.0,6.0,0.0,6.0,0.0,1,TypeError
76da053641e52db540801e18b362497c01e9bb1d,tests/generic_relations_regress/tests.py,"6,18892E+15",21.0,238.0,17.0,1.0,"7,35294E+15",1.0,2.0,20.0,0.0,3.0,0.0,1,TypeError
e48df1cf18cb1a5d21085e55dd05d0b6c988ab51,pandas/tests/base/test_conversion.py,"3,77411E+16",78.0,549.0,23.0,2.0,"7,26087E+15","2,43478E+16",5.0,30.0,0.0,4.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/test_arrow_interface.py,"6,1044E+16",7.0,49.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0,TypeError
dea1b5653ffd2183c7a4d577a2ca08644dd51248,Lib/warnings.py,,,,,,,,,,,,,1,TypeError
53e0d95cb10cba5827751657e487f792afd94329,sklearn/inspection/_partial_dependence.py,"4,93133E+15",68.0,590.0,4.0,0.0,13.0,3.75,6.0,50.0,0.0,20.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/arrays/categorical/test_api.py,"4,29671E+15",46.0,496.0,22.0,3.0,"1,19545E+16",1.5,0.0,48.0,0.0,7.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/methods/test_dropna.py,"4,69533E+16",29.0,288.0,15.0,1.0,"1,21333E+16","1,33333E+16",0.0,19.0,0.0,6.0,0.0,0,TypeError
604162604bf816fa46b0d972621f06de64df6a66,django/contrib/postgres/fields/__init__.py,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,TypeError
f25a09eacee843f643604a7406a5bb6bcc4361e5,pandas/core/tools/numeric.py,"5,66445E+15",47.0,311.0,1.0,0.0,19.0,4.0,10.0,16.0,0.0,8.0,0.0,0,TypeError
b717abb3131a4cd344b463583c8dd828cd1632bc,pandas/tests/copy_view/test_astype.py,"4,90309E+16",48.0,236.0,16.0,0.0,79375,0.5625,3.0,13.0,0.0,8.0,0.0,0,TypeError
a180f0fad6e57a92c13dda1eebfb3c9aa6eee96d,pandas/tests/dtypes/test_common.py,"6,79414E+15",259.0,790.0,63.0,3.0,"4,8254E+15",0.8253968253968254,3.0,24.0,0.0,9.0,0.0,1,TypeError
250ad613f3ae7e237e28d3a7a15a9b6fac16129f,Lib/ctypes/test/test_structures.py,"4,31356E+15",47.0,424.0,23.0,42.0,"7,82609E+15","1,04348E+16",4.0,38.0,0.0,3.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/series/test_arithmetic.py,"1,47907E+16",157.0,976.0,53.0,8.0,9.0,"1,86792E+16",10.0,81.0,0.0,12.0,0.0,0,TypeError
d05040824e6ab4e1611590a38172880a45dbd92f,pandas/io/formats/format.py,0.0,401.0,2230.0,105.0,14.0,"6,25714E+15","2,35238E+16",14.0,85.0,0.0,28.0,0.0,1,TypeError
06cdcc0576e387551462511f82d3eed8c02be570,pandas/core/dtypes/common.py,"1,21852E+16",156.0,1733.0,42.0,0.0,5.5,"1,02381E+16",4.0,55.0,0.0,34.0,0.0,1,TypeError
d8f3c1e8f9c384fa6a473c3923f3b26ad6257cac,Lib/test/test_types.py,0.0,269.0,2439.0,216.0,91.0,"7,25926E+16","1,15278E+16",9.0,112.0,0.0,17.0,0.0,0,TypeError
