commit_sha,filename,maintainability_index,complexity,num_lines,num_functions,num_classes,avg_function_length,avg_num_parameters,nesting_levels,num_comments,duplicated_code_warnings,num_imports,cyclic_dependencies,is_bug,bug_type
7f2f465fae88a005f2cb9c91e2b38ce54675ea90,pandas/tests/indexes/multi/test_equivalence.py,"4,37391E+15",62.0,284.0,14.0,0.0,11.0,0.5,5.0,29.0,0.0,4.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/indexing/test_loc.py,0.0,347.0,3324.0,202.0,12.0,"7,81683E+15","1,5297E+16",13.0,306.0,0.0,13.0,0.0,0,TypeError
fb05cc7781637906728e95be9b418e774b0e67b2,pandas/io/parsers/arrow_parser_wrapper.py,"4,87466E+16",72.0,303.0,7.0,1.0,"7,85714E+15","1,42857E+16",5.0,23.0,0.0,13.0,0.0,1,TypeError
e0964c2da4486896302e933044c6059d523c681f,pandas/tests/extension/test_arrow.py,0.0,589.0,3168.0,181.0,21.0,"6,0442E+15","1,77348E+16",11.0,111.0,0.0,12.0,0.0,1,TypeError
6d2b46d7a62f58a0428bf89f65615db4126f40a4,pandas/tests/series/methods/test_cov_corr.py,"5,94967E+16",25.0,180.0,6.0,2.0,"1,26667E+16",2.0,0.0,20.0,0.0,5.0,0.0,1,TypeError
d6c9941b730855aaa03fd38f0d1216140f90e1ec,pandas/tests/io/test_stata.py,0.0,238.0,2565.0,112.0,1.0,"9,40179E+15","2,52679E+16",9.0,132.0,0.0,13.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/frame/methods/test_infer_objects.py,"7,58056E+15",11.0,42.0,1.0,1.0,10.0,1.0,0.0,2.0,0.0,3.0,0.0,0,TypeError
05f75c65d4daeee151e8f423ee133a283492ee44,pandas/tests/groupby/test_raises.py,"3,44551E+15",60.0,690.0,20.0,0.0,5.95,3.15,4.0,10.0,0.0,6.0,0.0,0,TypeError
f4232e7cdefcc33afe184891f833aec9c3c9bac2,pandas/core/arrays/datetimelike.py,0.0,368.0,2512.0,110.0,3.0,"5,63636E+15","1,94545E+16",7.0,250.0,0.0,26.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/arrays/test_array.py,"6,92071E+15",22.0,491.0,13.0,2.0,"4,46154E+15",0.9230769230769231,2.0,50.0,0.0,7.0,0.0,0,TypeError
8d4cab5a4c24376c6251e93746455f0fb4a96c07,pandas/core/sorting.py,"4,13091E+16",96.0,743.0,20.0,0.0,8.05,3.1,11.0,25.0,0.0,10.0,0.0,1,TypeError
68d8c2cfcc527ca194ad8ca377acca7a38502f98,sklearn/linear_model/tests/test_ridge.py,0.0,271.0,2269.0,80.0,0.0,121875,20125,19.0,143.0,0.0,11.0,0.0,0,TypeError
d062e179c7a4f8c84e00858e2747f13212c5e83c,sklearn/neighbors/_classification.py,"4,40182E+15",74.0,783.0,11.0,2.0,"7,90909E+15","2,09091E+15",13.0,35.0,0.0,13.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/series/indexing/test_setitem.py,0.0,334.0,1834.0,147.0,34.0,"5,59864E+15","1,7619E+16",7.0,142.0,0.0,10.0,0.0,0,TypeError
ca370af2a1075984491d704b75d0f2dd78d228ae,pandas/core/arrays/sparse/array.py,"4,14986E+15",272.0,1885.0,74.0,2.0,"6,13514E+15","2,10811E+15",15.0,168.0,0.0,28.0,0.0,1,TypeError
6c7a4182f59ab839945b6bb88aca85df07815f6d,Lib/test/datetimetester.py,0.0,411.0,3859.0,265.0,68.0,"7,69811E+14","1,33962E+16",20.0,462.0,0.0,15.0,0.0,1,TypeError
379f9c0da38245603e6fa0fea1013fe854aa0dde,pandas/core/internals/ops.py,"6,9319E+15",26.0,153.0,5.0,1.0,5.2,2.8,7.0,33.0,0.0,6.0,0.0,1,TypeError
0d2505dca9c34b666155c1483d592877206081aa,pandas/core/arrays/string_.py,"2,31157E+16",186.0,929.0,39.0,4.0,"5,30769E+16","2,28205E+15",10.0,65.0,0.0,20.0,0.0,0,TypeError
89c8d7a0f45590888f8a2ac1889333c0f468694b,pandas/tests/copy_view/test_astype.py,"4,76694E+15",47.0,227.0,15.0,0.0,8.2,0.4666666666666667,3.0,10.0,0.0,7.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/test_sql.py,0.0,624.0,4367.0,214.0,4.0,"7,7243E+15","1,92991E+16",8.0,194.0,0.0,29.0,0.0,0,TypeError
d8046b5ceb4a3c7421e9d57b0e4a68aee1e514e6,pandas/io/stata.py,0.0,587.0,3728.0,136.0,9.0,"6,80147E+15","1,91912E+16",17.0,214.0,0.0,24.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/apply/test_frame_apply.py,"2,0449E+15",177.0,1778.0,128.0,0.0,59296875,10859375,5.0,134.0,0.0,8.0,0.0,0,TypeError
997e1b8911a3002c2577c63f5e3163805b244e92,pandas/core/tools/datetimes.py,"3,54893E+15",116.0,1181.0,16.0,2.0,7125,51875,15.0,58.0,0.0,21.0,0.0,0,TypeError
14995509a996ff5575c032fb7aead25bf6bb595c,sklearn/feature_selection/tests/test_mutual_info.py,"5,70582E+15",22.0,253.0,10.0,0.0,8.3,1.0,17.0,39.0,0.0,6.0,0.0,0,TypeError
849296460dc91b0b89327539874fc6a47baaa72f,pandas/tests/reshape/test_pivot.py,"2,82458E+15",164.0,2714.0,100.0,3.0,8.1,1.67,5.0,102.0,0.0,10.0,0.0,1,TypeError
386a1eb1d2e9d6109fcaf305752d2e4bb29cc3ee,pandas/tests/indexes/datetimes/test_constructors.py,"1,51354E+15",152.0,1215.0,61.0,2.0,"8,5082E+15","1,39344E+16",6.0,87.0,0.0,10.0,0.0,1,TypeError
68d8c2cfcc527ca194ad8ca377acca7a38502f98,sklearn/linear_model/tests/test_ridge.py,0.0,271.0,2269.0,80.0,0.0,121875,20125,19.0,143.0,0.0,11.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/reshape/concat/test_append_common.py,"3,85194E+15",48.0,747.0,21.0,1.0,"1,81429E+16","1,47619E+16",5.0,71.0,0.0,3.0,0.0,0,TypeError
03717bcc5ae762d8a0ab8d259ca000af66e8ba82,pandas/core/interchange/column.py,"5,36016E+15",54.0,428.0,15.0,1.0,5.4,"1,26667E+16",9.0,31.0,0.0,10.0,0.0,1,TypeError
fb6842df61758ca58d31eec9bbd3666379ca129f,pandas/tests/series/test_logical_ops.py,"3,34056E+15",36.0,561.0,21.0,1.0,"1,42381E+16","1,33333E+16",5.0,38.0,0.0,9.0,0.0,1,TypeError
849016caf476f6c678dfa5502c5a8075718460f5,pandas/core/groupby/grouper.py,"3,21443E+16",140.0,934.0,24.0,2.0,"6,54167E+15","2,04167E+16",11.0,84.0,0.0,15.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/io/pytables/test_append.py,"3,18735E+16",42.0,999.0,21.0,0.0,4.0,"1,38095E+15",11.0,85.0,0.0,9.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/groupby/aggregate/test_other.py,"3,88272E+15",55.0,671.0,31.0,1.0,"8,58065E+15",0.45161290322580644,4.0,41.0,0.0,8.0,0.0,0,TypeError
68d8c2cfcc527ca194ad8ca377acca7a38502f98,examples/linear_model/plot_tweedie_regression_insurance_claims.py,"5,85461E+16",17.0,694.0,4.0,0.0,10.0,5.25,6.0,176.0,0.0,13.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/groupby/test_pipe.py,"7,40283E+15",2.0,84.0,7.0,0.0,"4,85714E+15","1,14286E+16",0.0,11.0,0.0,4.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/frame/methods/test_combine_first.py,"3,5044E+15",53.0,559.0,26.0,1.0,"1,02692E+15","1,26923E+16",3.0,30.0,0.0,6.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/indexing/test_xs.py,"4,17353E+16",46.0,390.0,28.0,2.0,6.75,"1,71429E+16",3.0,25.0,0.0,6.0,0.0,0,TypeError
4700a6101e6338fec437ed1222b9f827b4f66cd5,pandas/tests/extension/test_arrow.py,0.0,487.0,2158.0,119.0,19.0,"5,39496E+15","2,21849E+16",11.0,77.0,0.0,11.0,0.0,1,TypeError
70f367194aff043f4f9ca549003df8a2a97f286a,pandas/tests/extension/test_arrow.py,0.0,543.0,3491.0,221.0,3.0,"5,99548E+15","1,45249E+16",8.0,158.0,0.0,14.0,0.0,0,TypeError
250ad613f3ae7e237e28d3a7a15a9b6fac16129f,Lib/test/test_defaultdict.py,"4,52644E+15",17.0,172.0,15.0,2.0,7.6,0.7333333333333333,2.0,6.0,0.0,6.0,0.0,1,TypeError
fd28ffdc6f74e61c6d80a7c24986ef2101fb96cd,sklearn/model_selection/tests/test_successive_halving.py,"3,39247E+15",100.0,856.0,27.0,3.0,"9,48148E+15","2,7037E+16",10.0,94.0,0.0,8.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/copy_view/test_internals.py,"6,84605E+15",25.0,112.0,3.0,0.0,"1,33333E+16",1.0,3.0,16.0,0.0,6.0,0.0,0,TypeError
0c198e7a34767f13dfa4704d72189ea0878f455a,pandas/io/formats/style.py,0.0,273.0,3958.0,60.0,2.0,"6,86667E+15","3,78333E+15",10.0,49.0,0.0,17.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/indexing/test_loc.py,0.0,346.0,3282.0,204.0,12.0,"7,69118E+16","1,52451E+16",13.0,305.0,0.0,12.0,0.0,0,TypeError
8e867b3fdbd81da769a44d6774b33a958f81aa29,sklearn/metrics/tests/test_classification.py,0.0,315.0,2804.0,94.0,0.0,"1,06809E+16",0.6170212765957447,9.0,233.0,0.0,20.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/frame/methods/test_infer_objects.py,"7,58056E+15",11.0,42.0,1.0,1.0,10.0,1.0,0.0,2.0,0.0,3.0,0.0,0,TypeError
a302b1b3be431d9d91c382c8d350f25f425cd8e3,pandas/tests/indexing/test_loc.py,0.0,356.0,3361.0,202.0,12.0,"7,82673E+15","1,55941E+16",13.0,306.0,0.0,13.0,0.0,0,TypeError
009fe9941ea19a1a106bc5e98ce18ffa16b0d56a,pandas/tests/arrays/categorical/test_replace.py,"8,46403E+15",5.0,71.0,5.0,0.0,4.8,1.0,0.0,9.0,0.0,3.0,0.0,0,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/core/indexes/interval.py,"2,76874E+16",159.0,1301.0,42.0,1.0,"5,78571E+15","2,28571E+16",6.0,83.0,0.0,13.0,0.0,0,TypeError
56931c49bdfb22725f42a2323a0a4d4f71faf840,pandas/core/arrays/sparse/array.py,"3,21486E+15",278.0,1905.0,73.0,2.0,6.0,"2,09589E+15",15.0,172.0,0.0,25.0,0.0,1,TypeError
a3f2d487387aae8989b363c596810e57574e6ae8,pandas/io/xml.py,"3,21728E+15",177.0,1140.0,21.0,3.0,"6,90476E+15","2,7619E+15",6.0,1.0,0.0,17.0,0.0,0,TypeError
ab89aefcf70a1371df2eb7f6f8dc3c78335352ec,pandas/tests/dtypes/test_common.py,"6,85894E+15",257.0,784.0,62.0,3.0,"4,8871E+15",0.8387096774193549,3.0,23.0,0.0,10.0,0.0,1,TypeError
4d16e7067213cd8e96148daa8480f8eda3f7912d,pandas/tests/frame/test_constructors.py,0.0,515.0,3135.0,211.0,11.0,"7,16114E+15","1,53555E+16",16.0,284.0,0.0,18.0,0.0,1,TypeError
604162604bf816fa46b0d972621f06de64df6a66,tests/postgres_tests/test_array.py,"3,33821E+14",68.0,389.0,52.0,13.0,"4,03846E+15",1.0,0.0,2.0,0.0,10.0,0.0,0,TypeError
ace2045ea673e14a4c403d4bb56704cdde83ad07,Tools/peg_generator/pegen/python_generator.py,"2,77914E+16",101.0,345.0,36.0,3.0,"4,44444E+15","2,22222E+16",5.0,9.0,0.0,11.0,0.0,0,TypeError
d96646219618e007f64ee49e0a6e20f4aea761b5,pandas/tests/indexes/datetimes/test_datetime.py,"5,74793E+15",27.0,155.0,14.0,1.0,"5,92857E+15","1,28571E+16",0.0,13.0,0.0,6.0,0.0,0,TypeError
7d5c7df6a943b5659831e4f38546798c7bd541c0,django/contrib/gis/gdal/tests/test_geom.py,,,,,,,,,,,,,1,TypeError
9a6c8f0ad02f7faa23a06a69cdd003bd4a47d6be,pandas/core/internals/construction.py,"2,33394E+15",188.0,992.0,24.0,0.0,"6,79167E+15",2.5,12.0,105.0,0.0,13.0,0.0,0,TypeError
5f87a2dafcd5d05966e2f7cf9eab53dbba5abde1,pandas/tests/interchange/test_impl.py,"3,40979E+15",70.0,482.0,26.0,0.0,"8,11538E+15",0.5769230769230769,4.0,19.0,0.0,9.0,0.0,1,TypeError
14995509a996ff5575c032fb7aead25bf6bb595c,sklearn/feature_selection/tests/test_mutual_info.py,"5,70582E+15",22.0,253.0,10.0,0.0,8.3,1.0,17.0,39.0,0.0,6.0,0.0,0,TypeError
b6fb90574631c84f19f2dbdc68c26d6ce97446b4,pandas/core/common.py,"4,53425E+15",112.0,687.0,37.0,0.0,"4,24324E+15","1,18919E+16",6.0,28.0,0.0,12.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/parser/test_parse_dates.py,"4,43741E+16",45.0,859.0,34.0,0.0,"7,38235E+15","1,73529E+16",5.0,58.0,0.0,8.0,0.0,0,TypeError
ff8e88a05c907bd124bcfcf3c5384e16a7987cc7,pandas/tests/extension/test_arrow.py,0.0,515.0,2542.0,141.0,21.0,"5,79433E+15","2,02128E+15",11.0,91.0,0.0,12.0,0.0,1,TypeError
d8f3c1e8f9c384fa6a473c3923f3b26ad6257cac,Lib/test/test_embed.py,0.0,252.0,2040.0,106.0,7.0,"5,12264E+15","1,20755E+16",13.0,135.0,0.0,27.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/frame/methods/test_map.py,"5,66001E+15",20.0,208.0,18.0,0.0,"5,27778E+15",0.7777777777777778,5.0,14.0,0.0,5.0,0.0,0,TypeError
a44a8e12d1cd7b99a63f68f9ae0f5b51cd867782,pandas/tests/extension/test_arrow.py,0.0,492.0,3009.0,177.0,3.0,"6,0791E+16","1,69492E+15",8.0,117.0,0.0,13.0,0.0,1,TypeError
a6877d83a2472794c284d2195e860838bd032fb8,pandas/core/dtypes/dtypes.py,0.0,403.0,2354.0,124.0,10.0,"5,41129E+15","1,47581E+16",9.0,141.0,0.0,41.0,0.0,0,TypeError
0a2dc13e808e6a991f9f2e8a616666f686fbd1c3,sklearn/metrics/metrics.py,"1,54001E+16",111.0,1920.0,25.0,0.0,7.88,3.12,13.0,100.0,0.0,38.0,0.0,1,TypeError
225190264c9eb65be8018972b2cfe76b45bc6a39,pandas/core/arrays/sparse/dtype.py,"5,42696E+16",60.0,428.0,20.0,1.0,5.1,1.35,6.0,32.0,0.0,8.0,0.0,1,TypeError
ad03e49f0cdd5b233eb0a17f705a072ab5f3888a,pandas/core/arrays/string_.py,"4,42649E+15",94.0,607.0,25.0,3.0,5.28,2.28,9.0,33.0,0.0,21.0,0.0,1,TypeError
50c30324cc5ad555e6f40174f066626c630660c6,pandas/core/arrays/base.py,"4,60656E+16",160.0,2716.0,89.0,4.0,"5,21348E+15","1,80899E+16",7.0,167.0,0.0,23.0,0.0,0,TypeError
849016caf476f6c678dfa5502c5a8075718460f5,pandas/tests/series/methods/test_get_numeric_data.py,"8,32495E+15",5.0,31.0,1.0,1.0,17.0,1.0,0.0,2.0,0.0,1.0,0.0,0,TypeError
f19f81fc1ed21a797ada3ede1c17645d12cc261f,pandas/core/dtypes/missing.py,"3,77693E+16",122.0,778.0,29.0,0.0,"4,58621E+15","1,48276E+16",7.0,42.0,0.0,12.0,0.0,1,TypeError
d2d830d6366ea9569b830c5214dfcd16d61bd8a3,pandas/core/dtypes/cast.py,0.0,391.0,1878.0,49.0,0.0,"5,95918E+15","1,85714E+16",8.0,170.0,0.0,17.0,0.0,1,TypeError
2474e16f505487ae43a3bd392abed34b4c2f33b8,pandas/core/arrays/masked.py,"4,01003E+15",262.0,1667.0,84.0,1.0,"5,47619E+15","1,84524E+16",9.0,123.0,0.0,25.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/reshape/merge/test_merge_asof.py,"1,68087E+15",94.0,3641.0,77.0,1.0,"7,06494E+15","1,87013E+14",3.0,68.0,0.0,6.0,0.0,0,TypeError
c85bbc6913b9c4d2acc53c54cc858c84bf0658d1,pandas/core/arrays/arrow/array.py,0.0,396.0,2233.0,134.0,1.0,"4,32836E+16","2,1194E+16",13.0,95.0,0.0,23.0,0.0,1,TypeError
a44a8e12d1cd7b99a63f68f9ae0f5b51cd867782,pandas/tests/extension/test_arrow.py,0.0,492.0,3009.0,177.0,3.0,"6,0791E+16","1,69492E+15",8.0,117.0,0.0,13.0,0.0,1,TypeError
56931c49bdfb22725f42a2323a0a4d4f71faf840,pandas/core/arrays/sparse/dtype.py,"5,46083E+16",59.0,425.0,20.0,1.0,5.05,1.35,6.0,31.0,0.0,8.0,0.0,1,TypeError
eaddc1d4815b96f2cdee038c6e26fe7fc9084f13,pandas/tests/tools/test_to_timedelta.py,"4,70381E+15",44.0,317.0,30.0,1.0,"5,03333E+15","1,56667E+16",3.0,24.0,0.0,5.0,0.0,1,TypeError
937f774eca1dc375588d2e00b9a9b6ddcaf502dc,pandas/core/frame.py,0.0,916.0,11906.0,245.0,1.0,"5,77143E+15","3,63265E+14",14.0,450.0,0.0,56.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/parser/usecols/test_parse_dates.py,100.0,2.0,87.0,2.0,0.0,10.5,1.0,0.0,2.0,0.0,3.0,0.0,0,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/arrays/integer/test_dtypes.py,"4,83838E+13",39.0,299.0,17.0,0.0,"9,35294E+15",0.8235294117647058,7.0,21.0,0.0,4.0,0.0,0,TypeError
e19dbeebf77ed080991dcb5805717e7b975a4468,pandas/core/generic.py,0.0,917.0,13023.0,251.0,1.0,"6,16733E+16","2,48207E+16",12.0,340.0,0.0,61.0,0.0,0,TypeError
d96646219618e007f64ee49e0a6e20f4aea761b5,pandas/tests/scalar/period/test_asfreq.py,0.0,283.0,825.0,18.0,1.0,"2,58889E+15","1,05556E+16",7.0,26.0,0.0,4.0,0.0,0,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/io/test_orc.py,"4,8878E+16",18.0,434.0,16.0,0.0,5875,0.6875,3.0,10.0,0.0,11.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/groupby/methods/test_size.py,"7,02481E+15",12.0,101.0,8.0,0.0,5875,0.875,3.0,6.0,0.0,4.0,0.0,0,TypeError
c375533d670a7114c36ebb114c01ec7d57b92753,pandas/tests/io/test_spss.py,"6,49866E+13",13.0,180.0,9.0,0.0,"8,33333E+15","1,11111E+16",4.0,16.0,0.0,7.0,0.0,0,TypeError
d8046b5ceb4a3c7421e9d57b0e4a68aee1e514e6,pandas/tests/io/test_stata.py,0.0,234.0,2329.0,104.0,1.0,"7,52885E+15","1,77885E+16",9.0,106.0,0.0,15.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/frame/methods/test_reset_index.py,"2,99873E+16",69.0,783.0,37.0,1.0,"9,56757E+15","1,48649E+16",7.0,41.0,0.0,6.0,0.0,0,TypeError
10f31f6a242fb01fdf37f5db2e8c6f4f82f5af16,pandas/io/formats/printing.py,"3,86706E+15",120.0,583.0,23.0,4.0,"5,95652E+15","2,43478E+16",18.0,62.0,0.0,10.0,0.0,0,TypeError
f4232e7cdefcc33afe184891f833aec9c3c9bac2,pandas/core/arrays/datetimelike.py,0.0,368.0,2512.0,110.0,3.0,"5,63636E+15","1,94545E+16",7.0,250.0,0.0,26.0,0.0,0,TypeError
2c7674047e28f3a6eefedeeff20aaff03dca7300,pandas/tests/arrays/string_/test_string.py,"1,61308E+16",143.0,717.0,44.0,0.0,"7,40909E+15","1,52273E+16",14.0,21.0,0.0,9.0,0.0,0,TypeError
c375533d670a7114c36ebb114c01ec7d57b92753,pandas/tests/io/test_spss.py,"6,49866E+13",13.0,180.0,9.0,0.0,"8,33333E+15","1,11111E+16",4.0,16.0,0.0,7.0,0.0,0,TypeError
96d732e3ccaf5b10373747664392fa231afd3c3a,pandas/tests/series/accessors/test_dt_accessor.py,"2,91284E+16",97.0,835.0,42.0,2.0,"7,61905E+15","1,52381E+16",16.0,63.0,0.0,8.0,0.0,0,TypeError
c375533d670a7114c36ebb114c01ec7d57b92753,pandas/io/spss.py,"8,50128E+12",4.0,93.0,1.0,0.0,10.0,4.0,5.0,0.0,0.0,10.0,0.0,0,TypeError
1c71d7db926f4247798a7182f85aba1124fa894f,pandas/core/dtypes/astype.py,"5,86422E+15",48.0,298.0,6.0,0.0,"6,83333E+15","3,66667E+16",6.0,17.0,0.0,9.0,0.0,1,TypeError
68d8c2cfcc527ca194ad8ca377acca7a38502f98,sklearn/model_selection/tests/test_validation.py,0.0,301.0,2713.0,115.0,8.0,"7,25217E+15","1,35652E+16",18.0,179.0,0.0,30.0,0.0,0,TypeError
10d3615f12c85b6e7b5af20ba6a9d4feb9f6a332,pandas/io/parsers/readers.py,"1,04407E+16",230.0,1922.0,41.0,4.0,"6,43902E+15","1,80488E+16",10.0,88.0,0.0,18.0,0.0,1,TypeError
e48df1cf18cb1a5d21085e55dd05d0b6c988ab51,pandas/core/arrays/datetimelike.py,0.0,387.0,2507.0,111.0,3.0,"5,69369E+15","1,94595E+15",7.0,239.0,0.0,25.0,0.0,1,TypeError
89c8d7a0f45590888f8a2ac1889333c0f468694b,pandas/tests/copy_view/test_array.py,"5,77735E+15",36.0,143.0,9.0,0.0,"8,22222E+15",0.2222222222222222,0.0,14.0,0.0,4.0,0.0,0,TypeError
195401f607b76b9d017bc31fa202d480127b9d8b,pandas/tests/arrays/sparse/test_accessor.py,"4,14285E+16",31.0,254.0,16.0,2.0,71875,19375,3.0,3.0,0.0,6.0,0.0,0,TypeError
206f9812cb6197cf65fdad9d7aa1cb62df4090b3,pandas/core/construction.py,"4,04741E+15",105.0,806.0,13.0,0.0,"6,30769E+16","2,53846E+16",7.0,47.0,0.0,16.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/tests/arrays/sparse/test_dtype.py,"4,38695E+15",39.0,231.0,18.0,0.0,"4,16667E+15","1,22222E+16",3.0,3.0,0.0,6.0,0.0,0,TypeError
3d392eb3273aefeca2741aee9f0e31e3b79b1043,Lib/test/seq_tests.py,"3,15337E+16",67.0,328.0,42.0,14.0,"5,40476E+15","1,30952E+16",8.0,13.0,0.0,3.0,0.0,1,TypeError
2ea036f0491417786a662c320e504d7eb9aba83c,pandas/tests/indexing/test_loc.py,0.0,347.0,3324.0,202.0,12.0,"7,81683E+15","1,5297E+16",13.0,306.0,0.0,13.0,0.0,0,TypeError
d6c9941b730855aaa03fd38f0d1216140f90e1ec,pandas/io/stata.py,0.0,594.0,3791.0,130.0,9.0,"6,77692E+15","1,92308E+16",17.0,214.0,0.0,24.0,0.0,1,TypeError
871703dfc6150db112dde10a0135d3a758e77cd8,pandas/core/series.py,0.0,406.0,7248.0,179.0,1.0,"5,24581E+15","2,87709E+15",10.0,180.0,0.0,33.0,0.0,0,TypeError
ad03e49f0cdd5b233eb0a17f705a072ab5f3888a,pandas/core/arrays/string_arrow.py,"4,40637E+15",83.0,400.0,31.0,1.0,"3,70968E+16","2,35484E+16",9.0,25.0,0.0,13.0,0.0,1,TypeError
a9e30c5f62d080aea7629ca17cf1e9c0e8c3e080,pandas/_testing/__init__.py,"4,52253E+15",56.0,621.0,18.0,2.0,"4,05556E+15","1,27778E+16",22.0,25.0,0.0,16.0,0.0,0,TypeError
86e761fee88a8bf0499f6795c9a9b336d7c52873,django/contrib/contenttypes/models.py,"6,92341E+15",32.0,178.0,13.0,3.0,4.0,"1,76923E+16",5.0,19.0,0.0,4.0,0.0,0,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/io/pytables/test_store.py,"2,23905E+16",120.0,1104.0,45.0,0.0,"4,93333E+15","1,51111E+15",7.0,75.0,0.0,10.0,0.0,0,TypeError
3caf55fcef813d905824c6ec67d979e9dc6a318d,pandas/core/arrays/masked.py,"4,01003E+15",262.0,1667.0,84.0,1.0,"5,47619E+15","1,84524E+16",9.0,123.0,0.0,25.0,0.0,1,TypeError
d96646219618e007f64ee49e0a6e20f4aea761b5,pandas/tests/tslibs/test_to_offset.py,"5,6404E+16",22.0,238.0,14.0,0.0,"4,14286E+15",1.5,0.0,8.0,0.0,3.0,0.0,0,TypeError
b43d79d5cb7d9797321f3c7252206b0078124c47,pandas/tests/groupby/test_rank.py,"3,83033E+15",30.0,721.0,19.0,0.0,"9,10526E+15",2.0,3.0,17.0,0.0,4.0,0.0,1,TypeError
f25a09eacee843f643604a7406a5bb6bcc4361e5,pandas/core/arrays/string_arrow.py,"2,19637E+16",160.0,714.0,53.0,2.0,4.0,"2,37736E+16",9.0,39.0,0.0,19.0,0.0,0,TypeError
efccff865544ea434f67b77af2486406af4d1003,pandas/core/arrays/numeric.py,"4,45728E+16",64.0,291.0,13.0,2.0,"6,69231E+16","2,15385E+16",5.0,15.0,0.0,7.0,0.0,1,TypeError
d15041b9bb0498bb70fdf5a26ca5bdd80f6519ba,pandas/core/dtypes/cast.py,0.0,387.0,1869.0,49.0,0.0,"5,93878E+15","1,85714E+16",8.0,170.0,0.0,17.0,0.0,1,TypeError
44d4cd449e81014a4aafc796d62d907e68b7af48,sklearn/metrics/tests/test_dist_metrics.py,"4,35726E+16",54.0,418.0,19.0,0.0,"7,52632E+15","1,63158E+15",20.0,41.0,0.0,11.0,0.0,0,TypeError
ba4322431d1261fa7f4203aafad74621d6f8bc72,pandas/core/arrays/datetimelike.py,0.0,387.0,2509.0,111.0,3.0,"5,69369E+15","1,94595E+15",7.0,239.0,0.0,26.0,0.0,1,TypeError
f25a09eacee843f643604a7406a5bb6bcc4361e5,pandas/core/arrays/arrow/array.py,0.0,563.0,2978.0,169.0,1.0,"5,30178E+16","1,93491E+16",13.0,134.0,0.0,32.0,0.0,0,TypeError
f70638fb4d38aa513331310df221360a801c36c3,pandas/tests/frame/methods/test_reindex.py,"1,61032E+16",130.0,1279.0,55.0,2.0,"9,90909E+15","1,61818E+16",3.0,117.0,0.0,6.0,0.0,1,TypeError
a4c9446d45e6cebeabe9d8d67997b860b403576c,pandas/tests/io/pytables/test_round_trip.py,"3,92565E+15",43.0,582.0,29.0,0.0,"7,03448E+16","1,58621E+16",2.0,25.0,0.0,8.0,0.0,0,TypeError
7f2f465fae88a005f2cb9c91e2b38ce54675ea90,pandas/tests/dtypes/test_common.py,"7,74042E+15",258.0,759.0,62.0,3.0,"5,08065E+15",0.8387096774193549,3.0,23.0,0.0,10.0,0.0,1,TypeError
9c8c685f481fcd63f08da39885ed48e93de58855,pandas/tests/io/pytables/test_file_handling.py,"2,91275E+16",99.0,506.0,12.0,0.0,"1,20833E+16",2.0,40.0,34.0,0.0,6.0,0.0,0,TypeError
